,date,id_station,min_entre,max_entre,min_exit,max_exit
233,12-28-13,A060_R001_00-00-03,289325.0,289325.0,151289.0,151289.0
234,12-28-13,A060_R001_00-00-04,248676.0,248676.0,67481.0,67481.0
235,12-28-13,A060_R001_00-00-05,233324.0,233324.0,148775.0,148775.0
236,12-28-13,A060_R001_00-00-06,324093.0,324093.0,158953.0,158953.0
237,12-28-13,A060_R001_00-00-07,536150.0,536150.0,143185.0,143185.0
238,12-28-13,A061_R142_00-00-00,8172143.0,8173400.0,9320613.0,9321389.0
239,12-28-13,A061_R142_00-00-01,7497018.0,7497984.0,2537264.0,2537618.0
240,12-28-13,A061_R142_00-00-02,6002416.0,6003411.0,4049139.0,4049483.0
241,12-28-13,A061_R142_00-03-00,1758762.0,1759138.0,1107069.0,1107302.0
242,12-28-13,A061_R142_00-03-01,2358136.0,2358509.0,1490481.0,1490685.0
243,12-28-13,A061_R142_00-03-02,1730540.0,1730820.0,2852840.0,2853141.0
244,12-28-13,A061_R142_00-03-03,445803.0,446052.0,1777095.0,1777841.0
245,12-28-13,A064_R311_00-00-00,3688161.0,3688884.0,2733237.0,2733817.0
246,12-28-13,A064_R311_00-03-00,2627230.0,2627841.0,3534380.0,3535371.0
247,12-28-13,A064_R311_00-03-01,3622925.0,3623894.0,4396422.0,4397686.0
248,12-28-13,A066_R118_00-00-00,6826134.0,6829073.0,5112490.0,5114948.0
249,12-28-13,A066_R118_00-00-01,1849592.0,1852600.0,768422.0,770181.0
250,12-28-13,A066_R118_00-00-02,15321489.0,15324030.0,7081841.0,7082907.0
251,12-28-13,A069_R044_01-00-00,2593955.0,2594162.0,11990654.0,11991701.0
252,12-28-13,A069_R044_01-00-01,2881230.0,2881557.0,3387020.0,3387713.0
253,12-28-13,A069_R044_01-00-02,347931.0,348462.0,191059.0,191505.0
254,12-28-13,A069_R044_01-00-03,5042869.0,5043640.0,2183457.0,2183832.0
255,12-28-13,A069_R044_01-00-04,3460707.0,3461646.0,584816.0,585027.0
256,12-28-13,A069_R044_01-06-00,1902348.0,1902399.0,13953619.0,13956302.0
257,12-28-13,A069_R044_01-06-01,743485970.0,743486089.0,-807342891.0,-807339018.0
258,12-28-13,A071_R044_02-00-00,21295.0,21312.0,7306.0,7312.0
259,12-28-13,A071_R044_02-00-01,1562038.0,1562070.0,438838.0,438844.0
260,12-28-13,A071_R044_02-00-02,2454151.0,2454182.0,527039.0,527047.0
261,12-28-13,A071_R044_02-06-00,194600.0,194716.0,37170.0,37213.0
262,12-28-13,A071_R044_02-06-01,4149995.0,4150354.0,1677651.0,1677761.0
263,12-28-13,A071_R044_02-06-02,4441181.0,4441738.0,3261743.0,3262209.0
264,12-28-13,A077_R028_03-00-00,3335065.0,3335249.0,1367992.0,1368327.0
265,12-28-13,A077_R028_03-00-01,5066252.0,5066434.0,2096733.0,2097041.0
266,12-28-13,A077_R028_03-00-02,6457058.0,6457165.0,4433611.0,4433812.0
267,12-28-13,A077_R028_03-03-00,892861.0,893075.0,255224.0,255326.0
268,12-28-13,A081_R028_04-00-00,9271647.0,9271730.0,7051496.0,7051572.0
269,12-28-13,A081_R028_04-00-01,59394.0,59609.0,98554.0,98749.0
270,12-28-13,A081_R028_04-00-02,109874.0,110223.0,224206.0,224428.0
271,12-28-13,A081_R028_04-00-03,61268.0,61962.0,170870.0,171320.0
272,12-28-13,A081_R028_04-05-00,94.0,94.0,0.0,0.0
273,12-28-13,A081_R028_04-05-01,1.0,1.0,34.0,34.0
274,12-28-13,A082_R028_05-05-00,33554468.0,33554468.0,16777216.0,16777216.0
275,12-28-13,A082_R028_05-05-01,0.0,0.0,166.0,166.0
276,12-28-13,A082_R028_05-06-00,3221304.0,3221306.0,112377.0,112377.0
277,12-28-13,A082_R028_05-06-01,1549076.0,1549078.0,171839.0,171841.0
278,12-28-13,A083_R125_00-00-00,3473364.0,3473394.0,1617891.0,1617897.0
279,12-28-13,A083_R125_00-00-01,2892159.0,2892169.0,2012420.0,2012421.0
280,12-28-13,A083_R125_00-00-02,418414.0,418415.0,430732.0,430732.0
281,12-28-13,A083_R125_00-00-03,1989428.0,1989429.0,2602797.0,2602802.0
282,12-28-13,A083_R125_00-00-04,2255796.0,2255796.0,4735100.0,4735111.0
283,12-28-13,A084_R125_01-00-00,3374299.0,3374308.0,44816.0,44817.0
284,12-28-13,A084_R125_01-00-01,97383.0,97403.0,1523.0,1525.0
285,12-28-13,A084_R125_01-00-02,662488.0,662500.0,34955.0,34960.0
286,12-28-13,A084_R125_01-00-03,54330.0,54330.0,4041.0,4043.0
287,12-28-13,A084_R125_01-06-00,32868.0,32875.0,811.0,812.0
288,12-28-13,A084_R125_01-06-01,199237.0,199240.0,4743.0,4746.0
289,12-28-13,A084_R125_01-06-02,2487405.0,2487421.0,131626.0,131626.0
290,12-28-13,A085_R125_02-05-00,0.0,0.0,925.0,925.0
291,12-28-13,B004_R171_00-00-00,2178857.0,2179936.0,1618785.0,1619653.0
292,12-28-13,B004_R171_00-00-01,9359975.0,9360636.0,9757756.0,9758512.0
293,12-28-13,B004_R171_00-00-02,8655681.0,8656329.0,10311301.0,10312019.0
294,12-28-13,B004_R171_00-00-03,393000014.0,393001448.0,275511516.0,275512523.0
295,12-28-13,B009_R411_00-00-00,5100956.0,5101357.0,4478003.0,4478369.0
296,12-28-13,B009_R411_00-00-01,1697105.0,1697338.0,2445364.0,2445637.0
297,12-28-13,B009_R411_00-00-02,3166485.0,3166832.0,3765019.0,3765409.0
298,12-28-13,B009_R411_00-05-00,1561.0,1561.0,0.0,0.0
299,12-28-13,B009_R411_00-05-01,359.0,359.0,787.0,787.0
300,12-28-13,B010_R412_00-00-00,12861.0,13317.0,13065.0,13645.0
301,12-28-13,B010_R412_00-03-00,1702592.0,1702726.0,1235437.0,1235568.0
302,12-28-13,B010_R412_00-03-01,1674032.0,1674091.0,662561.0,662669.0
303,12-28-13,B010_R412_00-03-02,53502814.0,53502839.0,47181415.0,47181581.0
304,12-28-13,B012_R196_00-00-00,4360768.0,4361733.0,4065983.0,4066969.0
305,12-28-13,B012_R196_00-00-01,3272786.0,3273672.0,1382216.0,1382527.0
306,12-28-13,B012_R196_00-03-00,232176.0,232540.0,613543.0,614409.0
307,12-28-13,B013_R196_01-00-00,5544552.0,5545335.0,11428941.0,11430376.0
308,12-28-13,B013_R196_01-00-01,9393515.0,9394934.0,7117562.0,7118411.0
309,12-28-13,B013_R196_01-00-02,10326106.0,10327604.0,6382006.0,6382696.0
