,date,id_station,min_entre,max_entre,min_exit,max_exit,station_t,remote_unit,c/a,total_entries,total_exits,sanity_check,weird_value_check,month
26506,2013-01-01,N067_R012_00-05-00,441226.0,441549.0,6019101.0,6021627.0,N067_R012,R012,N067,323.0,2526.0,False,False,1
26505,2013-01-01,N067_R012_00-03-02,13599369.0,13601072.0,3571138.0,3571293.0,N067_R012,R012,N067,1703.0,155.0,False,False,1
29585,2013-01-01,R138_R293_00-03-05,15587996.0,15589209.0,15126899.0,15128642.0,R138_R293,R293,R138,1213.0,1743.0,False,False,1
29584,2013-01-01,R138_R293_00-03-04,100191.0,100384.0,763091.0,764643.0,R138_R293,R293,R138,193.0,1552.0,False,False,1
29583,2013-01-01,R138_R293_00-03-03,5923554.0,5925292.0,3829374.0,3830188.0,R138_R293,R293,R138,1738.0,814.0,False,False,1
29582,2013-01-01,R138_R293_00-03-02,3347030.0,3348872.0,1554296.0,1554993.0,R138_R293,R293,R138,1842.0,697.0,False,False,1
29581,2013-01-01,R138_R293_00-03-01,19409507.0,19409507.0,7624183.0,7625035.0,R138_R293,R293,R138,0.0,852.0,False,False,1
29580,2013-01-01,R138_R293_00-03-00,14662535.0,14663999.0,4568730.0,4569230.0,R138_R293,R293,R138,1464.0,500.0,False,False,1
29579,2013-01-01,R138_R293_00-00-04,11245162.0,11246821.0,5118064.0,5118938.0,R138_R293,R293,R138,1659.0,874.0,False,False,1
29578,2013-01-01,R138_R293_00-00-03,14521406.0,14523231.0,7608388.0,7609350.0,R138_R293,R293,R138,1825.0,962.0,False,False,1
29577,2013-01-01,R138_R293_00-00-02,13284960.0,13286807.0,7034076.0,7035161.0,R138_R293,R293,R138,1847.0,1085.0,False,False,1
29576,2013-01-01,R138_R293_00-00-01,357240.0,358944.0,232445.0,233544.0,R138_R293,R293,R138,1704.0,1099.0,False,False,1
29575,2013-01-01,R138_R293_00-00-00,896048.0,897551.0,548671.0,549807.0,R138_R293,R293,R138,1503.0,1136.0,False,False,1
29586,2013-01-01,R138_R293_00-03-06,13206163.0,13207504.0,17207992.0,17210145.0,R138_R293,R293,R138,1341.0,2153.0,False,False,1
29587,2013-01-01,R138_R293_00-05-00,1061.0,1063.0,0.0,0.0,R138_R293,R293,R138,2.0,0.0,False,False,1
29589,2013-01-01,R138_R293_00-06-00,2371704.0,2373019.0,2444112.0,2445641.0,R138_R293,R293,R138,1315.0,1529.0,False,False,1
29607,2013-01-01,R142_R293_01-06-01,3882016.0,3882609.0,8164662.0,8165844.0,R142_R293,R293,R142,593.0,1182.0,False,False,1
29606,2013-01-01,R142_R293_01-06-00,805389.0,805423.0,2399570.0,2399821.0,R142_R293,R293,R142,34.0,251.0,False,False,1
29588,2013-01-01,R138_R293_00-05-01,0.0,0.0,650.0,650.0,R138_R293,R293,R138,0.0,0.0,False,False,1
29605,2013-01-01,R142_R293_01-00-03,5326530.0,5327262.0,13958213.0,13959790.0,R142_R293,R293,R142,732.0,1577.0,False,False,1
29603,2013-01-01,R142_R293_01-00-01,8607640.0,8608699.0,5800812.0,5801435.0,R142_R293,R293,R142,1059.0,623.0,False,False,1
29602,2013-01-01,R142_R293_01-00-00,6877002.0,6877515.0,5517752.0,5518454.0,R142_R293,R293,R142,513.0,702.0,False,False,1
29604,2013-01-01,R142_R293_01-00-02,2707823.0,2708184.0,2570225.0,2571442.0,R142_R293,R293,R142,361.0,1217.0,False,False,1
28771,2013-01-01,N070_R012_04-05-01,0.0,0.0,1167.0,1167.0,N070_R012,R012,N070,0.0,0.0,False,False,1
28770,2013-01-01,N070_R012_04-05-00,4278.0,4279.0,0.0,0.0,N070_R012,R012,N070,1.0,0.0,False,False,1
28769,2013-01-01,N070_R012_04-00-04,10232299.0,10233210.0,4666196.0,4666833.0,N070_R012,R012,N070,911.0,637.0,False,False,1
28768,2013-01-01,N070_R012_04-00-03,7309487.0,7310268.0,4983901.0,4984555.0,N070_R012,R012,N070,781.0,654.0,False,False,1
28767,2013-01-01,N070_R012_04-00-02,6520431.0,6521139.0,6319065.0,6319895.0,N070_R012,R012,N070,708.0,830.0,False,False,1
28766,2013-01-01,N070_R012_04-00-01,147545.0,148306.0,169406.0,170280.0,N070_R012,R012,N070,761.0,874.0,False,False,1
28765,2013-01-01,N070_R012_04-00-00,3089763.0,3090559.0,2339520.0,2340249.0,N070_R012,R012,N070,796.0,729.0,False,False,1
28764,2013-01-01,N069_R013_01-06-00,153067.0,153103.0,613658.0,614185.0,N069_R013,R013,N069,36.0,527.0,False,False,1
28763,2013-01-01,N069_R013_01-00-02,4259454.0,4259894.0,3133607.0,3134032.0,N069_R013,R013,N069,440.0,425.0,False,False,1
28762,2013-01-01,N069_R013_01-00-01,3769782.0,3770243.0,1693206.0,1693398.0,N069_R013,R013,N069,461.0,192.0,False,False,1
28761,2013-01-01,N069_R013_01-00-00,3114527.0,3114800.0,1525244.0,1525340.0,N069_R013,R013,N069,273.0,96.0,False,False,1
28760,2013-01-01,N068_R012_03-06-00,5293291.0,5293377.0,7069227.0,7069708.0,N068_R012,R012,N068,86.0,481.0,False,False,1
28759,2013-01-01,N068_R012_03-00-02,4543724.0,4544004.0,594353.0,594380.0,N068_R012,R012,N068,280.0,27.0,False,False,1
28758,2013-01-01,N068_R012_03-00-01,3100966.0,3101438.0,590819.0,590914.0,N068_R012,R012,N068,472.0,95.0,False,False,1
28772,2013-01-01,N071_R013_00-00-00,3536945.0,3537514.0,10029663.0,10031450.0,N071_R013,R013,N071,569.0,1787.0,False,False,1
28757,2013-01-01,N068_R012_03-00-00,5336791.0,5337100.0,3802178.0,3802472.0,N068_R012,R012,N068,309.0,294.0,False,False,1
28755,2013-01-01,N067_R012_00-06-02,818.0,819.0,0.0,0.0,N067_R012,R012,N067,1.0,0.0,False,False,1
28754,2013-01-01,N067_R012_00-06-01,103832.0,103866.0,704421.0,704659.0,N067_R012,R012,N067,34.0,238.0,False,False,1
28753,2013-01-01,N067_R012_00-06-00,1964391.0,1964540.0,1896822.0,1896950.0,N067_R012,R012,N067,149.0,128.0,False,False,1
28752,2013-01-01,N067_R012_00-05-03,1793013.0,1793631.0,1654058.0,1654861.0,N067_R012,R012,N067,618.0,803.0,False,False,1
28751,2013-01-01,N067_R012_00-05-02,2764911.0,2765570.0,7038793.0,7040499.0,N067_R012,R012,N067,659.0,1706.0,False,False,1
28750,2013-01-01,N067_R012_00-05-01,2694886.0,2695305.0,13669930.0,13672595.0,N067_R012,R012,N067,419.0,2665.0,False,False,1
28749,2013-01-01,N067_R012_00-03-01,11253180.0,11254322.0,2064089.0,2064288.0,N067_R012,R012,N067,1142.0,199.0,False,False,1
28748,2013-01-01,N067_R012_00-03-00,6332681.0,6333762.0,1530867.0,1531126.0,N067_R012,R012,N067,1081.0,259.0,False,False,1
28747,2013-01-01,N067_R012_00-00-05,8484061.0,8484693.0,5343620.0,5344043.0,N067_R012,R012,N067,632.0,423.0,False,False,1
28746,2013-01-01,N067_R012_00-00-04,8113887.0,8114385.0,7809937.0,7810402.0,N067_R012,R012,N067,498.0,465.0,False,False,1
28745,2013-01-01,N067_R012_00-00-03,7084358.0,7084744.0,7237897.0,7238406.0,N067_R012,R012,N067,386.0,509.0,False,False,1
28744,2013-01-01,N067_R012_00-00-02,6356864.0,6357258.0,8693239.0,8693733.0,N067_R012,R012,N067,394.0,494.0,False,False,1
28743,2013-01-01,N067_R012_00-00-01,198799.0,199233.0,211654.0,212196.0,N067_R012,R012,N067,434.0,542.0,False,False,1
28742,2013-01-01,N067_R012_00-00-00,214213.0,214623.0,142132.0,142399.0,N067_R012,R012,N067,410.0,267.0,False,False,1
28756,2013-01-01,N067_R012_00-06-03,0.0,0.0,58.0,58.0,N067_R012,R012,N067,0.0,0.0,False,False,1
28773,2013-01-01,N071_R013_00-00-01,1567449.0,1567916.0,3702683.0,3703725.0,N071_R013,R013,N071,467.0,1042.0,False,False,1
28775,2013-01-01,N071_R013_00-00-03,2892857.0,2893525.0,2813102.0,2813657.0,N071_R013,R013,N071,668.0,555.0,False,False,1
28797,2013-01-01,N073_R013_02-00-08,1835759.0,1835884.0,1896593.0,1896756.0,N073_R013,R013,N073,125.0,163.0,False,False,1
28796,2013-01-01,N073_R013_02-00-07,1378729.0,1378856.0,703087.0,703133.0,N073_R013,R013,N073,127.0,46.0,False,False,1
28795,2013-01-01,N073_R013_02-00-06,670223.0,670402.0,569732.0,569980.0,N073_R013,R013,N073,179.0,248.0,False,False,1
28794,2013-01-01,N073_R013_02-00-05,3459383.0,3459586.0,3515184.0,3515533.0,N073_R013,R013,N073,203.0,349.0,False,False,1
28793,2013-01-01,N073_R013_02-00-04,2458472.0,2458750.0,3324298.0,3324851.0,N073_R013,R013,N073,278.0,553.0,False,False,1
28792,2013-01-01,N073_R013_02-00-03,643165.0,643430.0,1245656.0,1246559.0,N073_R013,R013,N073,265.0,903.0,False,False,1
28774,2013-01-01,N071_R013_00-00-02,1413262.0,1413798.0,2075546.0,2076243.0,N071_R013,R013,N071,536.0,697.0,False,False,1
28791,2013-01-01,N073_R013_02-00-02,1746190.0,1746426.0,5033810.0,5035338.0,N073_R013,R013,N073,236.0,1528.0,False,False,1
28789,2013-01-01,N073_R013_02-00-00,1384162.0,1384178.0,8928109.0,8928789.0,N073_R013,R013,N073,16.0,680.0,False,False,1
28788,2013-01-01,N072_R012_05-03-06,7633427.0,7634125.0,4688148.0,4688792.0,N072_R012,R012,N072,698.0,644.0,False,False,1
28787,2013-01-01,N072_R012_05-03-05,6228624.0,6229497.0,2851276.0,2851940.0,N072_R012,R012,N072,873.0,664.0,False,False,1
28786,2013-01-01,N072_R012_05-03-04,12600908.0,12602094.0,5450784.0,5451425.0,N072_R012,R012,N072,1186.0,641.0,False,False,1
28785,2013-01-01,N072_R012_05-03-03,14307674.0,14309053.0,5702265.0,5702818.0,N072_R012,R012,N072,1379.0,553.0,False,False,1
28784,2013-01-01,N072_R012_05-03-02,15719802.0,15721402.0,5087051.0,5087538.0,N072_R012,R012,N072,1600.0,487.0,False,False,1
28783,2013-01-01,N072_R012_05-03-01,6098606.0,6100842.0,1322858.0,1323238.0,N072_R012,R012,N072,2236.0,380.0,False,False,1
28782,2013-01-01,N072_R012_05-03-00,142083.0,142131.0,159300.0,159808.0,N072_R012,R012,N072,48.0,508.0,False,False,1
28781,2013-01-01,N072_R012_05-00-03,5534376.0,5535017.0,1553028.0,1553075.0,N072_R012,R012,N072,641.0,47.0,False,False,1
28780,2013-01-01,N072_R012_05-00-02,3044775.0,3045340.0,1036821.0,1037029.0,N072_R012,R012,N072,565.0,208.0,False,False,1
28779,2013-01-01,N072_R012_05-00-01,4862689.0,4863091.0,3405607.0,3405949.0,N072_R012,R012,N072,402.0,342.0,False,False,1
28778,2013-01-01,N072_R012_05-00-00,3646738.0,3646866.0,4075423.0,4075649.0,N072_R012,R012,N072,128.0,226.0,False,False,1
28777,2013-01-01,N071_R013_00-06-00,1323731.0,1323860.0,3016934.0,3017677.0,N071_R013,R013,N071,129.0,743.0,False,False,1
28776,2013-01-01,N071_R013_00-00-04,5105226.0,5106161.0,1840625.0,1840948.0,N071_R013,R013,N071,935.0,323.0,False,False,1
28790,2013-01-01,N073_R013_02-00-01,2988672.0,2988819.0,19321090.0,19323255.0,N073_R013,R013,N073,147.0,2165.0,False,False,1
15498,2013-01-02,R138_R293_00-03-05,15589477.0,15592603.0,15128788.0,15131488.0,R138_R293,R293,R138,3126.0,2700.0,False,False,1
15499,2013-01-02,R138_R293_00-03-06,13207801.0,13210806.0,17210385.0,17213864.0,R138_R293,R293,R138,3005.0,3479.0,False,False,1
15500,2013-01-02,R138_R293_00-05-00,1064.0,1068.0,0.0,0.0,R138_R293,R293,R138,4.0,0.0,False,False,1
15501,2013-01-02,R138_R293_00-05-01,0.0,0.0,650.0,650.0,R138_R293,R293,R138,0.0,0.0,False,False,1
15502,2013-01-02,R138_R293_00-06-00,2373476.0,2374978.0,2445779.0,2447404.0,R138_R293,R293,R138,1502.0,1625.0,False,False,1
15497,2013-01-02,R138_R293_00-03-04,100428.0,100626.0,764801.0,768388.0,R138_R293,R293,R138,198.0,3587.0,False,False,1
15515,2013-01-02,R142_R293_01-00-00,6877593.0,6879221.0,5518493.0,5519963.0,R142_R293,R293,R142,1628.0,1470.0,False,False,1
15516,2013-01-02,R142_R293_01-00-01,8608888.0,8611568.0,5801504.0,5802909.0,R142_R293,R293,R142,2680.0,1405.0,False,False,1
15517,2013-01-02,R142_R293_01-00-02,2708198.0,2708229.0,2571507.0,2573824.0,R142_R293,R293,R142,31.0,2317.0,False,False,1
15518,2013-01-02,R142_R293_01-00-03,5327389.0,5329355.0,13959898.0,13963023.0,R142_R293,R293,R142,1966.0,3125.0,False,False,1
15519,2013-01-02,R142_R293_01-06-00,805423.0,805547.0,2399845.0,2400338.0,R142_R293,R293,R142,124.0,493.0,False,False,1
15520,2013-01-02,R142_R293_01-06-01,3882731.0,3883558.0,8165916.0,8167623.0,R142_R293,R293,R142,827.0,1707.0,False,False,1
15496,2013-01-02,R138_R293_00-03-03,5925651.0,5929741.0,3830296.0,3831758.0,R138_R293,R293,R138,4090.0,1462.0,False,False,1
15494,2013-01-02,R138_R293_00-03-01,19409507.0,19409507.0,7625123.0,7626644.0,R138_R293,R293,R138,0.0,1521.0,False,False,1
15495,2013-01-02,R138_R293_00-03-02,3349294.0,3354063.0,1555069.0,1556262.0,R138_R293,R293,R138,4769.0,1193.0,False,False,1
15488,2013-01-02,R138_R293_00-00-00,897930.0,901500.0,549934.0,552634.0,R138_R293,R293,R138,3570.0,2700.0,False,False,1
15489,2013-01-02,R138_R293_00-00-01,359333.0,363026.0,233632.0,236106.0,R138_R293,R293,R138,3693.0,2474.0,False,False,1
15490,2013-01-02,R138_R293_00-00-02,13287243.0,13291619.0,7035250.0,7037655.0,R138_R293,R293,R138,4376.0,2405.0,False,False,1
15491,2013-01-02,R138_R293_00-00-03,14523663.0,14528134.0,7609490.0,7611709.0,R138_R293,R293,R138,4471.0,2219.0,False,False,1
15492,2013-01-02,R138_R293_00-00-04,11247191.0,11251295.0,5119033.0,5120880.0,R138_R293,R293,R138,4104.0,1847.0,False,False,1
15493,2013-01-02,R138_R293_00-03-00,14664335.0,14668873.0,4569268.0,4569908.0,R138_R293,R293,R138,4538.0,640.0,False,False,1
14075,2013-01-02,N067_R012_00-03-01,11254356.0,11256703.0,2064296.0,2064754.0,N067_R012,R012,N067,2347.0,458.0,False,False,1
14076,2013-01-02,N067_R012_00-03-02,13601143.0,13604515.0,3571294.0,3571533.0,N067_R012,R012,N067,3372.0,239.0,False,False,1
14077,2013-01-02,N067_R012_00-05-00,441582.0,441911.0,6021724.0,6025691.0,N067_R012,R012,N067,329.0,3967.0,False,False,1
14078,2013-01-02,N067_R012_00-05-01,2695369.0,2696129.0,13672664.0,13676653.0,N067_R012,R012,N067,760.0,3989.0,False,False,1
14079,2013-01-02,N067_R012_00-05-02,2765647.0,2767017.0,7040538.0,7043519.0,N067_R012,R012,N067,1370.0,2981.0,False,False,1
14080,2013-01-02,N067_R012_00-05-03,1793680.0,1795179.0,1654887.0,1656216.0,N067_R012,R012,N067,1499.0,1329.0,False,False,1
14081,2013-01-02,N067_R012_00-06-00,1964545.0,1964710.0,1896951.0,1897210.0,N067_R012,R012,N067,165.0,259.0,False,False,1
14082,2013-01-02,N067_R012_00-06-01,103868.0,103919.0,704663.0,705257.0,N067_R012,R012,N067,51.0,594.0,False,False,1
14083,2013-01-02,N067_R012_00-06-02,819.0,821.0,0.0,0.0,N067_R012,R012,N067,2.0,0.0,False,False,1
14084,2013-01-02,N067_R012_00-06-03,0.0,0.0,58.0,58.0,N067_R012,R012,N067,0.0,0.0,False,False,1
14085,2013-01-02,N068_R012_03-00-00,5337128.0,5338985.0,3802495.0,3804050.0,N068_R012,R012,N068,1857.0,1555.0,False,False,1
14086,2013-01-02,N068_R012_03-00-01,3101470.0,3103874.0,590918.0,591446.0,N068_R012,R012,N068,2404.0,528.0,False,False,1
14087,2013-01-02,N068_R012_03-00-02,4544017.0,4545913.0,594380.0,594587.0,N068_R012,R012,N068,1896.0,207.0,False,False,1
14088,2013-01-02,N068_R012_03-06-00,5293387.0,5294302.0,7069731.0,7071068.0,N068_R012,R012,N068,915.0,1337.0,False,False,1
14074,2013-01-02,N067_R012_00-03-00,6333791.0,6336097.0,1531131.0,1531753.0,N067_R012,R012,N067,2306.0,622.0,False,False,1
14089,2013-01-02,N069_R013_01-00-00,3114814.0,3116284.0,1525349.0,1525933.0,N069_R013,R013,N069,1470.0,584.0,False,False,1
14091,2013-01-02,N069_R013_01-00-02,4259918.0,4261891.0,3134047.0,3135521.0,N069_R013,R013,N069,1973.0,1474.0,False,False,1
14092,2013-01-02,N069_R013_01-06-00,153105.0,153460.0,614206.0,615410.0,N069_R013,R013,N069,355.0,1204.0,False,False,1
14093,2013-01-02,N070_R012_04-00-00,3090601.0,3092456.0,2340260.0,2341713.0,N070_R012,R012,N070,1855.0,1453.0,False,False,1
14094,2013-01-02,N070_R012_04-00-01,148350.0,150013.0,170302.0,171958.0,N070_R012,R012,N070,1663.0,1656.0,False,False,1
14095,2013-01-02,N070_R012_04-00-02,6521170.0,6522660.0,6319908.0,6321367.0,N070_R012,R012,N070,1490.0,1459.0,False,False,1
14096,2013-01-02,N070_R012_04-00-03,7310312.0,7311938.0,4984572.0,4985707.0,N070_R012,R012,N070,1626.0,1135.0,False,False,1
14097,2013-01-02,N070_R012_04-00-04,10233265.0,10235191.0,4666857.0,4667991.0,N070_R012,R012,N070,1926.0,1134.0,False,False,1
14098,2013-01-02,N070_R012_04-05-00,4279.0,4279.0,0.0,0.0,N070_R012,R012,N070,0.0,0.0,False,False,1
14099,2013-01-02,N070_R012_04-05-01,0.0,0.0,1167.0,1167.0,N070_R012,R012,N070,0.0,0.0,False,False,1
14100,2013-01-02,N071_R013_00-00-00,3537540.0,3538693.0,10031475.0,10034509.0,N071_R013,R013,N071,1153.0,3034.0,False,False,1
14101,2013-01-02,N071_R013_00-00-01,1567947.0,1568837.0,3703753.0,3705416.0,N071_R013,R013,N071,890.0,1663.0,False,False,1
14102,2013-01-02,N071_R013_00-00-02,1413842.0,1414763.0,2076267.0,2077442.0,N071_R013,R013,N071,921.0,1175.0,False,False,1
14103,2013-01-02,N071_R013_00-00-03,2893605.0,2894748.0,2813674.0,2814567.0,N071_R013,R013,N071,1143.0,893.0,False,False,1
14104,2013-01-02,N071_R013_00-00-04,5106265.0,5108250.0,1840952.0,1841541.0,N071_R013,R013,N071,1985.0,589.0,False,False,1
14090,2013-01-02,N069_R013_01-00-01,3770276.0,3772071.0,1693404.0,1694299.0,N069_R013,R013,N069,1795.0,895.0,False,False,1
14073,2013-01-02,N067_R012_00-00-05,8484711.0,8486342.0,5344046.0,5345196.0,N067_R012,R012,N067,1631.0,1150.0,False,False,1
14071,2013-01-02,N067_R012_00-00-03,7084757.0,7085992.0,7238406.0,7239788.0,N067_R012,R012,N067,1235.0,1382.0,False,False,1
14072,2013-01-02,N067_R012_00-00-04,8114398.0,8115580.0,7810402.0,7811916.0,N067_R012,R012,N067,1182.0,1514.0,False,False,1
14068,2013-01-02,N067_R012_00-00-00,214642.0,215916.0,142401.0,143420.0,N067_R012,R012,N067,1274.0,1019.0,False,False,1
14069,2013-01-02,N067_R012_00-00-01,199247.0,200611.0,212197.0,213679.0,N067_R012,R012,N067,1364.0,1482.0,False,False,1
14070,2013-01-02,N067_R012_00-00-02,6357268.0,6358616.0,8693736.0,8695196.0,N067_R012,R012,N067,1348.0,1460.0,False,False,1
14105,2013-01-02,N071_R013_00-06-00,1323861.0,1324210.0,3017686.0,3018924.0,N071_R013,R013,N071,349.0,1238.0,False,False,1
14106,2013-01-02,N072_R012_05-00-00,3646873.0,3647131.0,4075658.0,4076550.0,N072_R012,R012,N072,258.0,892.0,False,False,1
14108,2013-01-02,N072_R012_05-00-02,3045391.0,3046764.0,1037037.0,1037325.0,N072_R012,R012,N072,1373.0,288.0,False,False,1
14107,2013-01-02,N072_R012_05-00-01,4863128.0,4864052.0,3405968.0,3406733.0,N072_R012,R012,N072,924.0,765.0,False,False,1
14109,2013-01-02,N072_R012_05-00-03,5535044.0,5536428.0,1553076.0,1553157.0,N072_R012,R012,N072,1384.0,81.0,False,False,1
14110,2013-01-02,N072_R012_05-03-00,142131.0,142185.0,159828.0,161091.0,N072_R012,R012,N072,54.0,1263.0,False,False,1
14111,2013-01-02,N072_R012_05-03-01,6100968.0,6105592.0,1323255.0,1323891.0,N072_R012,R012,N072,4624.0,636.0,False,False,1
14112,2013-01-02,N072_R012_05-03-02,15721505.0,15725533.0,5087559.0,5088385.0,N072_R012,R012,N072,4028.0,826.0,False,False,1
14113,2013-01-02,N072_R012_05-03-03,14309129.0,14312709.0,5702848.0,5703865.0,N072_R012,R012,N072,3580.0,1017.0,False,False,1
14114,2013-01-02,N072_R012_05-03-04,12602150.0,12605646.0,5451459.0,5452552.0,N072_R012,R012,N072,3496.0,1093.0,False,False,1
14115,2013-01-02,N072_R012_05-03-05,6229532.0,6232579.0,2851969.0,2853070.0,N072_R012,R012,N072,3047.0,1101.0,False,False,1
14116,2013-01-02,N072_R012_05-03-06,7634152.0,7636860.0,4688812.0,4690171.0,N072_R012,R012,N072,2708.0,1359.0,False,False,1
14117,2013-01-02,N073_R013_02-00-00,1384179.0,1384316.0,8928802.0,8930953.0,N073_R013,R013,N073,137.0,2151.0,False,False,1
14118,2013-01-02,N073_R013_02-00-01,2988829.0,2989562.0,19323344.0,19328418.0,N073_R013,R013,N073,733.0,5074.0,False,False,1
14119,2013-01-02,N073_R013_02-00-02,1746456.0,1747630.0,5035394.0,5038716.0,N073_R013,R013,N073,1174.0,3322.0,False,False,1
14120,2013-01-02,N073_R013_02-00-03,643462.0,644774.0,1246578.0,1249069.0,N073_R013,R013,N073,1312.0,2491.0,False,False,1
14121,2013-01-02,N073_R013_02-00-04,2458780.0,2459986.0,3324858.0,3326690.0,N073_R013,R013,N073,1206.0,1832.0,False,False,1
14122,2013-01-02,N073_R013_02-00-05,3459602.0,3460619.0,3515540.0,3516800.0,N073_R013,R013,N073,1017.0,1260.0,False,False,1
14123,2013-01-02,N073_R013_02-00-06,670432.0,671384.0,569993.0,570907.0,N073_R013,R013,N073,952.0,914.0,False,False,1
14125,2013-01-02,N073_R013_02-00-08,1835897.0,1836436.0,1896764.0,1897341.0,N073_R013,R013,N073,539.0,577.0,False,False,1
14124,2013-01-02,N073_R013_02-00-07,1378873.0,1379624.0,703133.0,703456.0,N073_R013,R013,N073,751.0,323.0,False,False,1
19939,2013-01-03,R142_R293_01-00-00,6879340.0,6881183.0,5520016.0,5521314.0,R142_R293,R293,R142,1843.0,1298.0,False,False,1
19940,2013-01-03,R142_R293_01-00-01,8611785.0,8614596.0,5802969.0,5804392.0,R142_R293,R293,R142,2811.0,1423.0,False,False,1
19941,2013-01-03,R142_R293_01-00-02,2708240.0,2708254.0,2573902.0,2576416.0,R142_R293,R293,R142,14.0,2514.0,False,False,1
19942,2013-01-03,R142_R293_01-00-03,5329503.0,5331533.0,13963108.0,13966262.0,R142_R293,R293,R142,2030.0,3154.0,False,False,1
19943,2013-01-03,R142_R293_01-06-00,805553.0,805684.0,2400355.0,2400925.0,R142_R293,R293,R142,131.0,570.0,False,False,1
19944,2013-01-03,R142_R293_01-06-01,3883660.0,3884507.0,8167736.0,8169693.0,R142_R293,R293,R142,847.0,1957.0,False,False,1
19912,2013-01-03,R138_R293_00-00-00,901697.0,905639.0,552751.0,555444.0,R138_R293,R293,R138,3942.0,2693.0,False,False,1
19913,2013-01-03,R138_R293_00-00-01,363272.0,367191.0,236233.0,238927.0,R138_R293,R293,R138,3919.0,2694.0,False,False,1
19914,2013-01-03,R138_R293_00-00-02,13291874.0,13296642.0,7037821.0,7040237.0,R138_R293,R293,R138,4768.0,2416.0,False,False,1
19915,2013-01-03,R138_R293_00-00-03,14528377.0,14533001.0,7611884.0,7614276.0,R138_R293,R293,R138,4624.0,2392.0,False,False,1
19916,2013-01-03,R138_R293_00-00-04,11251440.0,11255724.0,5121061.0,5123123.0,R138_R293,R293,R138,4284.0,2062.0,False,False,1
19917,2013-01-03,R138_R293_00-03-00,14669088.0,14673742.0,4569945.0,4570584.0,R138_R293,R293,R138,4654.0,639.0,False,False,1
19919,2013-01-03,R138_R293_00-03-02,3354370.0,3359077.0,1556355.0,1557695.0,R138_R293,R293,R138,4707.0,1340.0,False,False,1
19920,2013-01-03,R138_R293_00-03-03,5930038.0,5934025.0,3831913.0,3833454.0,R138_R293,R293,R138,3987.0,1541.0,False,False,1
19921,2013-01-03,R138_R293_00-03-04,100644.0,100822.0,768604.0,772377.0,R138_R293,R293,R138,178.0,3773.0,False,False,1
19922,2013-01-03,R138_R293_00-03-05,15592815.0,15595697.0,15131707.0,15134558.0,R138_R293,R293,R138,2882.0,2851.0,False,False,1
19923,2013-01-03,R138_R293_00-03-06,13211033.0,13213871.0,17214208.0,17218247.0,R138_R293,R293,R138,2838.0,4039.0,False,False,1
19924,2013-01-03,R138_R293_00-05-00,1068.0,1072.0,0.0,0.0,R138_R293,R293,R138,4.0,0.0,False,False,1
19925,2013-01-03,R138_R293_00-05-01,0.0,0.0,650.0,652.0,R138_R293,R293,R138,0.0,2.0,False,False,1
19926,2013-01-03,R138_R293_00-06-00,2375125.0,2376892.0,2447534.0,2449066.0,R138_R293,R293,R138,1767.0,1532.0,False,False,1
19918,2013-01-03,R138_R293_00-03-01,19409507.0,19409507.0,7626708.0,7628324.0,R138_R293,R293,R138,0.0,1616.0,False,False,1
21596,2013-01-03,N069_R013_01-06-00,153460.0,153887.0,615424.0,616702.0,N069_R013,R013,N069,427.0,1278.0,False,False,1
18416,2013-01-03,N067_R012_00-00-00,215927.0,217415.0,143422.0,144475.0,N067_R012,R012,N067,1488.0,1053.0,False,False,1
18418,2013-01-03,N067_R012_00-00-02,6358624.0,6359844.0,8695201.0,8696736.0,N067_R012,R012,N067,1220.0,1535.0,False,False,1
18419,2013-01-03,N067_R012_00-00-03,7085996.0,7087091.0,7239788.0,7241298.0,N067_R012,R012,N067,1095.0,1510.0,False,False,1
18420,2013-01-03,N067_R012_00-00-04,8115589.0,8116670.0,7811917.0,7813467.0,N067_R012,R012,N067,1081.0,1550.0,False,False,1
18421,2013-01-03,N067_R012_00-00-05,8486358.0,8487927.0,5345199.0,5346361.0,N067_R012,R012,N067,1569.0,1162.0,False,False,1
18422,2013-01-03,N067_R012_00-03-00,6336114.0,6338592.0,1531760.0,1532378.0,N067_R012,R012,N067,2478.0,618.0,False,False,1
18423,2013-01-03,N067_R012_00-03-01,11256730.0,11259174.0,2064762.0,2065275.0,N067_R012,R012,N067,2444.0,513.0,False,False,1
18424,2013-01-03,N067_R012_00-03-02,13604575.0,13608223.0,3571535.0,3571773.0,N067_R012,R012,N067,3648.0,238.0,False,False,1
18425,2013-01-03,N067_R012_00-05-00,441934.0,442295.0,6025767.0,6029995.0,N067_R012,R012,N067,361.0,4228.0,False,False,1
18426,2013-01-03,N067_R012_00-05-01,2696163.0,2696929.0,13676736.0,13680997.0,N067_R012,R012,N067,766.0,4261.0,False,False,1
18427,2013-01-03,N067_R012_00-05-02,2767070.0,2768481.0,7043582.0,7046511.0,N067_R012,R012,N067,1411.0,2929.0,False,False,1
18428,2013-01-03,N067_R012_00-05-03,1795206.0,1796851.0,1656240.0,1657618.0,N067_R012,R012,N067,1645.0,1378.0,False,False,1
18430,2013-01-03,N067_R012_00-06-01,103921.0,103978.0,705259.0,705896.0,N067_R012,R012,N067,57.0,637.0,False,False,1
18431,2013-01-03,N067_R012_00-06-02,821.0,821.0,0.0,0.0,N067_R012,R012,N067,0.0,0.0,False,False,1
