,date,id_station,min_entre,max_entre,min_exit,max_exit,station_t,remote_unit,c/a,total_entries,total_exits,sanity_check,weird_value_check,month
88001,2013-01-15,N072_R012_05-03-00,163878.0,166798.0,170551.0,171463.0,N072_R012,R012,N072,2920.0,912.0,False,False,1
88000,2013-01-15,N072_R012_05-00-03,5549779.0,5550951.0,1554218.0,1554298.0,N072_R012,R012,N072,1172.0,80.0,False,False,1
87999,2013-01-15,N072_R012_05-00-01,4873979.0,4874917.0,3415667.0,3416515.0,N072_R012,R012,N072,938.0,848.0,False,False,1
87998,2013-01-15,N072_R012_05-00-00,3649788.0,3650045.0,4085823.0,4086837.0,N072_R012,R012,N072,257.0,1014.0,False,False,1
87997,2013-01-15,N070_R012_04-00-04,10258236.0,10260336.0,4679750.0,4680895.0,N070_R012,R012,N070,2100.0,1145.0,False,False,1
88011,2013-01-15,N073_R013_02-00-06,680072.0,681018.0,578484.0,579339.0,N073_R013,R013,N073,946.0,855.0,False,False,1
91194,2013-01-15,R142_R293_01-06-01,3893347.0,3894117.0,8186098.0,8187757.0,R142_R293,R293,R142,770.0,1659.0,False,False,1
91193,2013-01-15,R142_R293_01-06-00,806601.0,806713.0,2405248.0,2405734.0,R142_R293,R293,R142,112.0,486.0,False,False,1
91192,2013-01-15,R142_R293_01-00-03,5343963.0,5345102.0,13996940.0,14000245.0,R142_R293,R293,R142,1139.0,3305.0,False,False,1
91191,2013-01-15,R142_R293_01-00-02,2724042.0,2725807.0,2592953.0,2594560.0,R142_R293,R293,R142,1765.0,1607.0,False,False,1
91190,2013-01-15,R142_R293_01-00-01,8634223.0,8636192.0,5815786.0,5816875.0,R142_R293,R293,R142,1969.0,1089.0,False,False,1
91189,2013-01-15,R142_R293_01-00-00,6896530.0,6898221.0,5533094.0,5534310.0,R142_R293,R293,R142,1691.0,1216.0,False,False,1
90002,2013-01-15,R138_R293_00-03-01,19413948.0,19417271.0,7640083.0,7641030.0,R138_R293,R293,R138,3323.0,947.0,False,False,1
89831,2013-01-15,N072_R012_05-03-05,6258376.0,6261138.0,2864449.0,2865587.0,N072_R012,R012,N072,2762.0,1138.0,False,False,1
89830,2013-01-15,N072_R012_05-03-01,6144924.0,6148426.0,1331317.0,1332098.0,N072_R012,R012,N072,3502.0,781.0,False,False,1
90561,2013-01-15,N070_R012_04-00-02,6538351.0,6539809.0,6337144.0,6338577.0,N070_R012,R012,N070,1458.0,1433.0,False,False,1
90560,2013-01-15,N070_R012_04-00-01,167203.0,168758.0,190525.0,192229.0,N070_R012,R012,N070,1555.0,1704.0,False,False,1
90559,2013-01-15,N070_R012_04-00-00,3112008.0,3113933.0,2356977.0,2358466.0,N070_R012,R012,N070,1925.0,1489.0,False,False,1
90558,2013-01-15,N069_R013_01-06-00,157400.0,157845.0,627640.0,628873.0,N069_R013,R013,N069,445.0,1233.0,False,False,1
90557,2013-01-15,N069_R013_01-00-02,4280113.0,4282329.0,3150998.0,3152650.0,N069_R013,R013,N069,2216.0,1652.0,False,False,1
90556,2013-01-15,N069_R013_01-00-01,3791431.0,3793375.0,1703098.0,1704060.0,N069_R013,R013,N069,1944.0,962.0,False,False,1
90555,2013-01-15,N069_R013_01-00-00,3131248.0,3132789.0,1531969.0,1532658.0,N069_R013,R013,N069,1541.0,689.0,False,False,1
90554,2013-01-15,N068_R012_03-06-00,5303574.0,5304737.0,7088303.0,7090103.0,N068_R012,R012,N068,1163.0,1800.0,False,False,1
90553,2013-01-15,N068_R012_03-00-02,4564184.0,4566437.0,596793.0,597048.0,N068_R012,R012,N068,2253.0,255.0,False,False,1
90552,2013-01-15,N068_R012_03-00-01,3128747.0,3131457.0,596764.0,597356.0,N068_R012,R012,N068,2710.0,592.0,False,False,1
90551,2013-01-15,N068_R012_03-00-00,5358519.0,5360363.0,3820367.0,3822116.0,N068_R012,R012,N068,1844.0,1749.0,False,False,1
90550,2013-01-15,N067_R012_00-06-03,0.0,0.0,59.0,59.0,N067_R012,R012,N067,0.0,0.0,False,False,1
90549,2013-01-15,N067_R012_00-06-02,839.0,842.0,0.0,0.0,N067_R012,R012,N067,3.0,0.0,False,False,1
90548,2013-01-15,N067_R012_00-06-01,104514.0,104569.0,710692.0,711269.0,N067_R012,R012,N067,55.0,577.0,False,False,1
90562,2013-01-15,N070_R012_04-00-03,7329678.0,7331285.0,4998210.0,4999272.0,N070_R012,R012,N070,1607.0,1062.0,False,False,1
90547,2013-01-15,N067_R012_00-06-00,1966491.0,1966649.0,1899709.0,1899961.0,N067_R012,R012,N067,158.0,252.0,False,False,1
90545,2013-01-15,N067_R012_00-05-02,2781321.0,2782597.0,7072518.0,7075209.0,N067_R012,R012,N067,1276.0,2691.0,False,False,1
90544,2013-01-15,N067_R012_00-05-01,2705121.0,2705875.0,13716756.0,13720513.0,N067_R012,R012,N067,754.0,3757.0,False,False,1
90543,2013-01-15,N067_R012_00-05-00,446231.0,446565.0,6065541.0,6069301.0,N067_R012,R012,N067,334.0,3760.0,False,False,1
90542,2013-01-15,N067_R012_00-03-02,13637451.0,13641035.0,3573950.0,3574191.0,N067_R012,R012,N067,3584.0,241.0,False,False,1
90541,2013-01-15,N067_R012_00-03-01,11281578.0,11283979.0,2069516.0,2070017.0,N067_R012,R012,N067,2401.0,501.0,False,False,1
90540,2013-01-15,N067_R012_00-03-00,6360057.0,6362078.0,1538278.0,1538940.0,N067_R012,R012,N067,2021.0,662.0,False,False,1
90539,2013-01-15,N067_R012_00-00-05,8501740.0,8503009.0,5356366.0,5357534.0,N067_R012,R012,N067,1269.0,1168.0,False,False,1
90538,2013-01-15,N067_R012_00-00-04,8125691.0,8126562.0,7826547.0,7828071.0,N067_R012,R012,N067,871.0,1524.0,False,False,1
90537,2013-01-15,N067_R012_00-00-03,7096073.0,7097044.0,7253744.0,7255100.0,N067_R012,R012,N067,971.0,1356.0,False,False,1
90536,2013-01-15,N067_R012_00-00-02,6369797.0,6370906.0,8709936.0,8711421.0,N067_R012,R012,N067,1109.0,1485.0,False,False,1
90535,2013-01-15,N067_R012_00-00-01,214032.0,215487.0,228656.0,230145.0,N067_R012,R012,N067,1455.0,1489.0,False,False,1
90534,2013-01-15,N067_R012_00-00-00,230283.0,231873.0,153166.0,154208.0,N067_R012,R012,N067,1590.0,1042.0,False,False,1
90546,2013-01-15,N067_R012_00-05-03,1810478.0,1812010.0,1669816.0,1671167.0,N067_R012,R012,N067,1532.0,1351.0,False,False,1
90563,2013-01-15,N070_R012_04-05-00,4299.0,4300.0,0.0,0.0,N070_R012,R012,N070,1.0,0.0,False,False,1
90564,2013-01-15,N070_R012_04-05-01,0.0,0.0,1170.0,1170.0,N070_R012,R012,N070,0.0,0.0,False,False,1
90565,2013-01-15,N071_R013_00-00-00,3550652.0,3551789.0,10068611.0,10071854.0,N071_R013,R013,N071,1137.0,3243.0,False,False,1
90566,2013-01-15,N071_R013_00-00-01,1577370.0,1578170.0,3722799.0,3724438.0,N071_R013,R013,N071,800.0,1639.0,False,False,1
90567,2013-01-15,N071_R013_00-00-02,1423274.0,1424071.0,2090123.0,2091328.0,N071_R013,R013,N071,797.0,1205.0,False,False,1
90568,2013-01-15,N071_R013_00-00-03,2906509.0,2907600.0,2824458.0,2825387.0,N071_R013,R013,N071,1091.0,929.0,False,False,1
90569,2013-01-15,N071_R013_00-00-04,5128720.0,5130699.0,1848169.0,1848836.0,N071_R013,R013,N071,1979.0,667.0,False,False,1
90570,2013-01-15,N071_R013_00-06-00,1327726.0,1328074.0,3032003.0,3033364.0,N071_R013,R013,N071,348.0,1361.0,False,False,1
90571,2013-01-15,N072_R012_05-00-02,3060072.0,3061336.0,1041285.0,1041661.0,N072_R012,R012,N072,1264.0,376.0,False,False,1
90572,2013-01-15,N072_R012_05-03-02,15760082.0,15763466.0,5097769.0,5098685.0,N072_R012,R012,N072,3384.0,916.0,False,False,1
76602,2013-01-16,R138_R293_00-03-01,19417511.0,19421163.0,7641091.0,7642165.0,R138_R293,R293,R138,3652.0,1074.0,False,False,1
76603,2013-01-16,R138_R293_00-03-05,15617492.0,15620131.0,15168003.0,15170554.0,R138_R293,R293,R138,2639.0,2551.0,False,False,1
76611,2013-01-16,R142_R293_01-00-00,6898336.0,6899993.0,5534343.0,5535496.0,R142_R293,R293,R142,1657.0,1153.0,False,False,1
76612,2013-01-16,R142_R293_01-00-01,8636354.0,8638175.0,5816912.0,5818055.0,R142_R293,R293,R142,1821.0,1143.0,False,False,1
76613,2013-01-16,R142_R293_01-00-02,2725974.0,2727759.0,2594604.0,2596166.0,R142_R293,R293,R142,1785.0,1562.0,False,False,1
76614,2013-01-16,R142_R293_01-00-03,5345220.0,5346412.0,14000344.0,14003459.0,R142_R293,R293,R142,1192.0,3115.0,False,False,1
76615,2013-01-16,R142_R293_01-06-00,806719.0,806838.0,2405737.0,2406249.0,R142_R293,R293,R142,119.0,512.0,False,False,1
76616,2013-01-16,R142_R293_01-06-01,3894213.0,3894900.0,8187831.0,8189432.0,R142_R293,R293,R142,687.0,1601.0,False,False,1
78198,2013-01-16,R138_R293_00-00-04,11297547.0,11301760.0,5142987.0,5144944.0,R138_R293,R293,R138,4213.0,1957.0,False,False,1
78199,2013-01-16,R138_R293_00-03-00,14714466.0,14718061.0,4577724.0,4578401.0,R138_R293,R293,R138,3595.0,677.0,False,False,1
78200,2013-01-16,R138_R293_00-03-02,3405431.0,3408789.0,1571066.0,1572485.0,R138_R293,R293,R138,3358.0,1419.0,False,False,1
78201,2013-01-16,R138_R293_00-03-03,5975975.0,5979170.0,3850370.0,3852288.0,R138_R293,R293,R138,3195.0,1918.0,False,False,1
78202,2013-01-16,R138_R293_00-03-04,108536.0,110089.0,807346.0,810446.0,R138_R293,R293,R138,1553.0,3100.0,False,False,1
78203,2013-01-16,R138_R293_00-03-06,13249876.0,13252531.0,17259393.0,17263267.0,R138_R293,R293,R138,2655.0,3874.0,False,False,1
78204,2013-01-16,R138_R293_00-05-00,1122.0,1125.0,0.0,0.0,R138_R293,R293,R138,3.0,0.0,False,False,1
78205,2013-01-16,R138_R293_00-05-01,0.0,0.0,661.0,661.0,R138_R293,R293,R138,0.0,0.0,False,False,1
78206,2013-01-16,R138_R293_00-06-00,2395708.0,2397156.0,2466804.0,2468140.0,R138_R293,R293,R138,1448.0,1336.0,False,False,1
78197,2013-01-16,R138_R293_00-00-03,14579795.0,14584401.0,7637866.0,7640218.0,R138_R293,R293,R138,4606.0,2352.0,False,False,1
78196,2013-01-16,R138_R293_00-00-02,13344566.0,13349447.0,7064392.0,7066812.0,R138_R293,R293,R138,4881.0,2420.0,False,False,1
78194,2013-01-16,R138_R293_00-00-00,945762.0,949940.0,579725.0,582169.0,R138_R293,R293,R138,4178.0,2444.0,False,False,1
78195,2013-01-16,R138_R293_00-00-01,408977.0,412935.0,262733.0,265227.0,R138_R293,R293,R138,3958.0,2494.0,False,False,1
77977,2013-01-16,N072_R012_05-00-01,4874996.0,4875959.0,3416546.0,3417459.0,N072_R012,R012,N072,963.0,913.0,False,False,1
77978,2013-01-16,N072_R012_05-03-03,14348294.0,14351661.0,5715859.0,5716911.0,N072_R012,R012,N072,3367.0,1052.0,False,False,1
77979,2013-01-16,N073_R013_02-00-00,1385771.0,1385918.0,8951711.0,8953838.0,N073_R013,R013,N073,147.0,2127.0,False,False,1
77980,2013-01-16,N073_R013_02-00-01,2997397.0,2998168.0,19384457.0,19389848.0,N073_R013,R013,N073,771.0,5391.0,False,False,1
77981,2013-01-16,N073_R013_02-00-02,1760793.0,1762072.0,5075132.0,5078536.0,N073_R013,R013,N073,1279.0,3404.0,False,False,1
77982,2013-01-16,N073_R013_02-00-03,658639.0,660058.0,1274495.0,1277070.0,N073_R013,R013,N073,1419.0,2575.0,False,False,1
77983,2013-01-16,N073_R013_02-00-04,2473020.0,2474412.0,3344749.0,3346560.0,N073_R013,R013,N073,1392.0,1811.0,False,False,1
77984,2013-01-16,N073_R013_02-00-05,3472391.0,3473530.0,3529472.0,3530749.0,N073_R013,R013,N073,1139.0,1277.0,False,False,1
77985,2013-01-16,N073_R013_02-00-06,681051.0,681994.0,579352.0,580210.0,N073_R013,R013,N073,943.0,858.0,False,False,1
77986,2013-01-16,N073_R013_02-00-07,1386497.0,1387229.0,706432.0,706862.0,N073_R013,R013,N073,732.0,430.0,False,False,1
77987,2013-01-16,N073_R013_02-00-08,1842054.0,1842583.0,1903319.0,1903959.0,N073_R013,R013,N073,529.0,640.0,False,False,1
75215,2013-01-16,N067_R012_00-03-00,6362097.0,6364288.0,1538943.0,1539563.0,N067_R012,R012,N067,2191.0,620.0,False,False,1
75216,2013-01-16,N067_R012_00-03-01,11284005.0,11286495.0,2070022.0,2070471.0,N067_R012,R012,N067,2490.0,449.0,False,False,1
75217,2013-01-16,N067_R012_00-03-02,13641067.0,13644377.0,3574196.0,3574427.0,N067_R012,R012,N067,3310.0,231.0,False,False,1
75218,2013-01-16,N067_R012_00-05-00,446583.0,446967.0,6069359.0,6073185.0,N067_R012,R012,N067,384.0,3826.0,False,False,1
75219,2013-01-16,N067_R012_00-05-01,2705920.0,2706699.0,13720571.0,13724421.0,N067_R012,R012,N067,779.0,3850.0,False,False,1
75220,2013-01-16,N067_R012_00-05-02,2782637.0,2784064.0,7075266.0,7078012.0,N067_R012,R012,N067,1427.0,2746.0,False,False,1
75221,2013-01-16,N067_R012_00-05-03,1812044.0,1813606.0,1671203.0,1672550.0,N067_R012,R012,N067,1562.0,1347.0,False,False,1
75222,2013-01-16,N067_R012_00-06-00,1966654.0,1966774.0,1899964.0,1900215.0,N067_R012,R012,N067,120.0,251.0,False,False,1
75223,2013-01-16,N067_R012_00-06-01,104571.0,104622.0,711273.0,711795.0,N067_R012,R012,N067,51.0,522.0,False,False,1
75224,2013-01-16,N067_R012_00-06-02,842.0,842.0,0.0,0.0,N067_R012,R012,N067,0.0,0.0,False,False,1
75225,2013-01-16,N067_R012_00-06-03,0.0,0.0,59.0,59.0,N067_R012,R012,N067,0.0,0.0,False,False,1
75226,2013-01-16,N068_R012_03-00-00,5360402.0,5362482.0,3822133.0,3823979.0,N068_R012,R012,N068,2080.0,1846.0,False,False,1
75227,2013-01-16,N068_R012_03-00-01,3131518.0,3134222.0,597364.0,597939.0,N068_R012,R012,N068,2704.0,575.0,False,False,1
75228,2013-01-16,N068_R012_03-00-02,4566468.0,4568535.0,597050.0,597314.0,N068_R012,R012,N068,2067.0,264.0,False,False,1
75214,2013-01-16,N067_R012_00-00-05,8503025.0,8504544.0,5357534.0,5358753.0,N067_R012,R012,N067,1519.0,1219.0,False,False,1
75229,2013-01-16,N068_R012_03-06-00,5304743.0,5305837.0,7090123.0,7091967.0,N068_R012,R012,N068,1094.0,1844.0,False,False,1
75231,2013-01-16,N069_R013_01-00-01,3793426.0,3795359.0,1704066.0,1705083.0,N069_R013,R013,N069,1933.0,1017.0,False,False,1
75232,2013-01-16,N069_R013_01-00-02,4282382.0,4284468.0,3152663.0,3154413.0,N069_R013,R013,N069,2086.0,1750.0,False,False,1
75233,2013-01-16,N069_R013_01-06-00,157851.0,158315.0,628884.0,630102.0,N069_R013,R013,N069,464.0,1218.0,False,False,1
75234,2013-01-16,N070_R012_04-00-00,3113986.0,3115691.0,2358481.0,2359657.0,N070_R012,R012,N070,1705.0,1176.0,False,False,1
75235,2013-01-16,N070_R012_04-00-01,168823.0,170302.0,192253.0,193963.0,N070_R012,R012,N070,1479.0,1710.0,False,False,1
75236,2013-01-16,N070_R012_04-00-02,6539854.0,6541140.0,6338601.0,6339973.0,N070_R012,R012,N070,1286.0,1372.0,False,False,1
75237,2013-01-16,N070_R012_04-00-03,7331333.0,7332806.0,4999289.0,5000397.0,N070_R012,R012,N070,1473.0,1108.0,False,False,1
75238,2013-01-16,N070_R012_04-00-04,10260397.0,10262362.0,4680928.0,4681981.0,N070_R012,R012,N070,1965.0,1053.0,False,False,1
75239,2013-01-16,N070_R012_04-05-00,4300.0,4301.0,0.0,0.0,N070_R012,R012,N070,1.0,0.0,False,False,1
75240,2013-01-16,N070_R012_04-05-01,0.0,0.0,1170.0,1170.0,N070_R012,R012,N070,0.0,0.0,False,False,1
75241,2013-01-16,N071_R013_00-00-00,3551840.0,3552917.0,10071895.0,10075034.0,N071_R013,R013,N071,1077.0,3139.0,False,False,1
75242,2013-01-16,N071_R013_00-00-01,1578197.0,1578922.0,3724453.0,3725909.0,N071_R013,R013,N071,725.0,1456.0,False,False,1
75243,2013-01-16,N071_R013_00-00-02,1424100.0,1424810.0,2091341.0,2092329.0,N071_R013,R013,N071,710.0,988.0,False,False,1
75244,2013-01-16,N071_R013_00-00-03,2907639.0,2908576.0,2825408.0,2826397.0,N071_R013,R013,N071,937.0,989.0,False,False,1
75230,2013-01-16,N069_R013_01-00-00,3132815.0,3134341.0,1532662.0,1533322.0,N069_R013,R013,N069,1526.0,660.0,False,False,1
75245,2013-01-16,N071_R013_00-00-04,5130749.0,5132616.0,1848851.0,1849497.0,N071_R013,R013,N071,1867.0,646.0,False,False,1
75213,2013-01-16,N067_R012_00-00-04,8126574.0,8127608.0,7828072.0,7829540.0,N067_R012,R012,N067,1034.0,1468.0,False,False,1
75211,2013-01-16,N067_R012_00-00-02,6370915.0,6372155.0,8711424.0,8712933.0,N067_R012,R012,N067,1240.0,1509.0,False,False,1
75212,2013-01-16,N067_R012_00-00-03,7097060.0,7098133.0,7255102.0,7256467.0,N067_R012,R012,N067,1073.0,1365.0,False,False,1
75209,2013-01-16,N067_R012_00-00-00,231893.0,233572.0,154210.0,155324.0,N067_R012,R012,N067,1679.0,1114.0,False,False,1
75210,2013-01-16,N067_R012_00-00-01,215502.0,217096.0,230147.0,231737.0,N067_R012,R012,N067,1594.0,1590.0,False,False,1
75246,2013-01-16,N071_R013_00-06-00,1328087.0,1328485.0,3033373.0,3034509.0,N071_R013,R013,N071,398.0,1136.0,False,False,1
75247,2013-01-16,N072_R012_05-00-00,3650063.0,3650311.0,4086856.0,4087728.0,N072_R012,R012,N072,248.0,872.0,False,False,1
75248,2013-01-16,N072_R012_05-00-02,3061405.0,3062626.0,1041679.0,1042011.0,N072_R012,R012,N072,1221.0,332.0,False,False,1
75249,2013-01-16,N072_R012_05-00-03,5551005.0,5552265.0,1554301.0,1554375.0,N072_R012,R012,N072,1260.0,74.0,False,False,1
75250,2013-01-16,N072_R012_05-03-00,166834.0,170025.0,171492.0,172324.0,N072_R012,R012,N072,3191.0,832.0,False,False,1
75251,2013-01-16,N072_R012_05-03-01,6148502.0,6152337.0,1332141.0,1332963.0,N072_R012,R012,N072,3835.0,822.0,False,False,1
75252,2013-01-16,N072_R012_05-03-02,15763533.0,15767100.0,5098732.0,5099619.0,N072_R012,R012,N072,3567.0,887.0,False,False,1
75253,2013-01-16,N072_R012_05-03-04,12640464.0,12643745.0,5464952.0,5466097.0,N072_R012,R012,N072,3281.0,1145.0,False,False,1
75254,2013-01-16,N072_R012_05-03-05,6261180.0,6263959.0,2865629.0,2866749.0,N072_R012,R012,N072,2779.0,1120.0,False,False,1
75255,2013-01-16,N072_R012_05-03-06,7661092.0,7663447.0,4703986.0,4705265.0,N072_R012,R012,N072,2355.0,1279.0,False,False,1
85501,2013-01-17,R142_R293_01-00-00,6900107.0,6901361.0,5535530.0,5536765.0,R142_R293,R293,R142,1254.0,1235.0,False,False,1
85502,2013-01-17,R142_R293_01-00-01,8638311.0,8640450.0,5818086.0,5819232.0,R142_R293,R293,R142,2139.0,1146.0,False,False,1
85503,2013-01-17,R142_R293_01-00-02,2727934.0,2730024.0,2596206.0,2597907.0,R142_R293,R293,R142,2090.0,1701.0,False,False,1
85504,2013-01-17,R142_R293_01-00-03,5346522.0,5347850.0,14003549.0,14006875.0,R142_R293,R293,R142,1328.0,3326.0,False,False,1
85505,2013-01-17,R142_R293_01-06-00,806841.0,806975.0,2406258.0,2406780.0,R142_R293,R293,R142,134.0,522.0,False,False,1
85506,2013-01-17,R142_R293_01-06-01,3894981.0,3895789.0,8189473.0,8191285.0,R142_R293,R293,R142,808.0,1812.0,False,False,1
85475,2013-01-17,R138_R293_00-00-00,950172.0,954217.0,582293.0,584815.0,R138_R293,R293,R138,4045.0,2522.0,False,False,1
85476,2013-01-17,R138_R293_00-00-01,413198.0,417085.0,265384.0,267798.0,R138_R293,R293,R138,3887.0,2414.0,False,False,1
85488,2013-01-17,R138_R293_00-06-00,2397331.0,2398844.0,2468250.0,2469653.0,R138_R293,R293,R138,1513.0,1403.0,False,False,1
85487,2013-01-17,R138_R293_00-05-01,0.0,0.0,661.0,661.0,R138_R293,R293,R138,0.0,0.0,False,False,1
85486,2013-01-17,R138_R293_00-05-00,1126.0,1134.0,0.0,0.0,R138_R293,R293,R138,8.0,0.0,False,False,1
85485,2013-01-17,R138_R293_00-03-06,13252776.0,13255436.0,17263662.0,17267707.0,R138_R293,R293,R138,2660.0,4045.0,False,False,1
85484,2013-01-17,R138_R293_00-03-04,110123.0,110395.0,810624.0,813564.0,R138_R293,R293,R138,272.0,2940.0,False,False,1
85482,2013-01-17,R138_R293_00-03-02,3408984.0,3412334.0,1572577.0,1574029.0,R138_R293,R293,R138,3350.0,1452.0,False,False,1
85481,2013-01-17,R138_R293_00-03-01,19421405.0,19424976.0,7642239.0,7643406.0,R138_R293,R293,R138,3571.0,1167.0,False,False,1
85480,2013-01-17,R138_R293_00-03-00,14718209.0,14721721.0,4578432.0,4579147.0,R138_R293,R293,R138,3512.0,715.0,False,False,1
85479,2013-01-17,R138_R293_00-00-04,11301958.0,11306061.0,5145124.0,5146966.0,R138_R293,R293,R138,4103.0,1842.0,False,False,1
85478,2013-01-17,R138_R293_00-00-03,14584673.0,14589146.0,7640379.0,7642703.0,R138_R293,R293,R138,4473.0,2324.0,False,False,1
85477,2013-01-17,R138_R293_00-00-02,13349684.0,13354221.0,7066985.0,7069346.0,R138_R293,R293,R138,4537.0,2361.0,False,False,1
85483,2013-01-17,R138_R293_00-03-03,5979409.0,5982930.0,3852474.0,3854306.0,R138_R293,R293,R138,3521.0,1832.0,False,False,1
87011,2013-01-17,R138_R293_00-03-05,15620330.0,15623015.0,15170811.0,15173533.0,R138_R293,R293,R138,2685.0,2722.0,False,False,1
86905,2013-01-17,N072_R012_05-00-00,3650331.0,3650580.0,4087750.0,4088743.0,N072_R012,R012,N072,249.0,993.0,False,False,1
86906,2013-01-17,N072_R012_05-03-00,170077.0,173014.0,172348.0,173118.0,N072_R012,R012,N072,2937.0,770.0,False,False,1
86907,2013-01-17,N072_R012_05-03-04,12643795.0,12646981.0,5466145.0,5467270.0,N072_R012,R012,N072,3186.0,1125.0,False,False,1
86908,2013-01-17,N072_R012_05-03-06,7663474.0,7665883.0,4705304.0,4706582.0,N072_R012,R012,N072,2409.0,1278.0,False,False,1
83988,2013-01-17,N067_R012_00-00-00,233590.0,235312.0,155326.0,156319.0,N067_R012,R012,N067,1722.0,993.0,False,False,1
83989,2013-01-17,N067_R012_00-00-01,217107.0,218579.0,231737.0,233474.0,N067_R012,R012,N067,1472.0,1737.0,False,False,1
83990,2013-01-17,N067_R012_00-00-02,6372164.0,6373346.0,8712937.0,8714511.0,N067_R012,R012,N067,1182.0,1574.0,False,False,1
83991,2013-01-17,N067_R012_00-00-03,7098139.0,7099254.0,7256469.0,7257893.0,N067_R012,R012,N067,1115.0,1424.0,False,False,1
83992,2013-01-17,N067_R012_00-00-04,8127613.0,8128613.0,7829541.0,7831107.0,N067_R012,R012,N067,1000.0,1566.0,False,False,1
83993,2013-01-17,N067_R012_00-00-05,8504548.0,8506044.0,5358754.0,5359969.0,N067_R012,R012,N067,1496.0,1215.0,False,False,1
83994,2013-01-17,N067_R012_00-03-00,6364299.0,6366423.0,1539565.0,1540207.0,N067_R012,R012,N067,2124.0,642.0,False,False,1
83995,2013-01-17,N067_R012_00-03-01,11286516.0,11288864.0,2070475.0,2071021.0,N067_R012,R012,N067,2348.0,546.0,False,False,1
83996,2013-01-17,N067_R012_00-03-02,13644411.0,13648046.0,3574428.0,3574665.0,N067_R012,R012,N067,3635.0,237.0,False,False,1
83997,2013-01-17,N067_R012_00-05-00,446984.0,447321.0,6073259.0,6077015.0,N067_R012,R012,N067,337.0,3756.0,False,False,1
83998,2013-01-17,N067_R012_00-05-01,2706729.0,2707499.0,13724497.0,13728350.0,N067_R012,R012,N067,770.0,3853.0,False,False,1
83999,2013-01-17,N067_R012_00-05-02,2784106.0,2785433.0,7078070.0,7080990.0,N067_R012,R012,N067,1327.0,2920.0,False,False,1
84001,2013-01-17,N067_R012_00-06-00,1966782.0,1966920.0,1900216.0,1900468.0,N067_R012,R012,N067,138.0,252.0,False,False,1
84002,2013-01-17,N067_R012_00-06-01,104624.0,104677.0,711796.0,712387.0,N067_R012,R012,N067,53.0,591.0,False,False,1
84003,2013-01-17,N067_R012_00-06-02,842.0,843.0,0.0,0.0,N067_R012,R012,N067,1.0,0.0,False,False,1
84004,2013-01-17,N067_R012_00-06-03,0.0,0.0,59.0,59.0,N067_R012,R012,N067,0.0,0.0,False,False,1
84005,2013-01-17,N068_R012_03-00-00,5362529.0,5364724.0,3823998.0,3825780.0,N068_R012,R012,N068,2195.0,1782.0,False,False,1
84006,2013-01-17,N068_R012_03-00-01,3134281.0,3137022.0,597942.0,598487.0,N068_R012,R012,N068,2741.0,545.0,False,False,1
84007,2013-01-17,N068_R012_03-00-02,4568569.0,4570709.0,597317.0,597539.0,N068_R012,R012,N068,2140.0,222.0,False,False,1
84008,2013-01-17,N068_R012_03-06-00,5305847.0,5306892.0,7091981.0,7093979.0,N068_R012,R012,N068,1045.0,1998.0,False,False,1
84009,2013-01-17,N069_R013_01-00-00,3134371.0,3136046.0,1533324.0,1534029.0,N069_R013,R013,N069,1675.0,705.0,False,False,1
84010,2013-01-17,N069_R013_01-00-01,3795402.0,3797285.0,1705089.0,1706072.0,N069_R013,R013,N069,1883.0,983.0,False,False,1
84011,2013-01-17,N069_R013_01-00-02,4284507.0,4286686.0,3154433.0,3156044.0,N069_R013,R013,N069,2179.0,1611.0,False,False,1
84012,2013-01-17,N069_R013_01-06-00,158321.0,158786.0,630112.0,631337.0,N069_R013,R013,N069,465.0,1225.0,False,False,1
84013,2013-01-17,N070_R012_04-00-00,3115742.0,3117689.0,2359679.0,2361227.0,N070_R012,R012,N070,1947.0,1548.0,False,False,1
84014,2013-01-17,N070_R012_04-00-01,170353.0,171962.0,193989.0,195804.0,N070_R012,R012,N070,1609.0,1815.0,False,False,1
84000,2013-01-17,N067_R012_00-05-03,1813640.0,1815276.0,1672565.0,1673855.0,N067_R012,R012,N067,1636.0,1290.0,False,False,1
84015,2013-01-17,N070_R012_04-00-02,6541172.0,6542634.0,6340005.0,6341497.0,N070_R012,R012,N070,1462.0,1492.0,False,False,1
84016,2013-01-17,N070_R012_04-00-03,7332851.0,7334426.0,5000416.0,5001589.0,N070_R012,R012,N070,1575.0,1173.0,False,False,1
84017,2013-01-17,N070_R012_04-00-04,10262429.0,10264531.0,4682006.0,4683099.0,N070_R012,R012,N070,2102.0,1093.0,False,False,1
84018,2013-01-17,N070_R012_04-05-00,4301.0,4301.0,0.0,0.0,N070_R012,R012,N070,0.0,0.0,False,False,1
84019,2013-01-17,N070_R012_04-05-01,0.0,0.0,1170.0,1170.0,N070_R012,R012,N070,0.0,0.0,False,False,1
84020,2013-01-17,N071_R013_00-00-00,3552948.0,3554050.0,10075082.0,10078282.0,N071_R013,R013,N071,1102.0,3200.0,False,False,1
84021,2013-01-17,N071_R013_00-00-01,1578938.0,1579688.0,3725944.0,3727660.0,N071_R013,R013,N071,750.0,1716.0,False,False,1
84022,2013-01-17,N071_R013_00-00-02,1424836.0,1425662.0,2092347.0,2093619.0,N071_R013,R013,N071,826.0,1272.0,False,False,1
